gene5	chrom5	strand5	brpos5	cds.brpos5.start	gene3	chrom3	strand3	brpos3	cds.brpos3.start	fusionName	symbol5	symbol3	SR.passed	MR.passed	supportRead	score	info	Sample
ENSG00000198382	11	+	75599947	75599895	ENSG00000149489	11	+	62381730	62381731	ENSG00000198382-ENSG00000149489	UVRAG	ROM1	0	2	4	4		/2260_PR40989a_1
ENSG00000037749	5	+	153529500	153529459	ENSG00000164574	5	+	153674376	153674378	ENSG00000037749-ENSG00000164574	MFAP3	GALNT10	0	2	4	4		/2260_PR40989a_1
ENSG00000133027	17	-	17480234	17480317	ENSG00000132326	2	-	239185834	239185820	ENSG00000133027-ENSG00000132326	PEMT	PER2	0	3	3	3		/2260_PR40989a_1
ENSG00000108604	17	-	61919826	61919863	ENSG00000154229	17	+	64683229	64683263	ENSG00000108604-ENSG00000154229	SMARCD2	PRKCA	0	3	3	3		/2260_PR40989a_1
ENSG00000127989	7	-	91509971	91510020	ENSG00000186472	7	-	82595803	82595791	ENSG00000127989-ENSG00000186472	MTERF	PCLO	0	3	3	3		/2260_PR40989a_1
ENSG00000205664	X	-	3747405	3747427	ENSG00000022976	14	+	102792322	102792334	ENSG00000205664-ENSG00000022976		ZNF839	0	10	30	28	NA	/2260_PR40990a_1
ENSG00000123684	1	-	211960974	211961022	ENSG00000143493	1	-	212120047	212120030	ENSG00000123684-ENSG00000143493	LPGAT1	INTS7	0	11	20	19	NA	/2260_PR40990a_1
ENSG00000131969	14	+	51360282	51360070	ENSG00000172890	11	+	71216614	71216779	ENSG00000131969-ENSG00000172890	ABHD12B	NADSYN1	0	15	15	14.25	NA	/2260_PR40990a_1
ENSG00000196678	16	-	20817109	20817113	ENSG00000083828	19	+	58310604	58310606	ENSG00000196678-ENSG00000083828	ERI2	ZNF586	0	6	14	14	NA	/2260_PR40990a_1
ENSG00000261567	16	+	85391249	85391203	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	9	12	12	NA	/2260_PR40990a_1
ENSG00000108799	17	-	40876369	40876358	ENSG00000108344	17	+	38144936	38144938	ENSG00000108799-ENSG00000108344	EZH1	PSMD3	0	7	9	9	NA	/2260_PR40990a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	6	6	6	NA	/2260_PR40990a_1
ENSG00000132142	17	-	35646320	35646373	ENSG00000006114	17	-	35899347	35899346	ENSG00000132142-ENSG00000006114	ACACA	SYNRG	0	2	3	3	NA	/2260_PR40990a_1
ENSG00000219438	22	+	49042558	49042531	ENSG00000188677	22	+	44489808	44489810	ENSG00000219438-ENSG00000188677	FAM19A5	PARVB	0	94	131	110		/2260_PR40994a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	28	28	28		/2260_PR40994a_1
ENSG00000124198	20	+	47614983	47614992	ENSG00000196074	20	-	58490605	58490604	ENSG00000124198-ENSG00000196074	ARFGEF2	SYCP2	0	22	26	26		/2260_PR40994a_1
ENSG00000025293	20	+	34451298	34451278	ENSG00000101353	20	-	35743740	35743739	ENSG00000025293-ENSG00000101353	PHF20	MROH8	0	16	21	21		/2260_PR40994a_1
ENSG00000123892	11	-	87882843	87882870	ENSG00000184384	11	-	95826681	95826679	ENSG00000123892-ENSG00000184384	RAB38	MAML2	0	16	19	19		/2260_PR40994a_1
ENSG00000099991	22	+	24472233	24472203	ENSG00000145990	6	-	13365894	13365891	ENSG00000099991-ENSG00000145990	CABIN1	GFOD1	0	10	17	17		/2260_PR40994a_1
ENSG00000186951	22	+	46572733	46572706	ENSG00000008735	22	+	51041652	51041653	ENSG00000186951-ENSG00000008735	PPARA	MAPK8IP2	0	6	9	9		/2260_PR40994a_1
ENSG00000134987	5	+	110428316	110428290	ENSG00000070193	5	-	44310632	44310629	ENSG00000134987-ENSG00000070193	WDR36	FGF10	0	5	9	9	ribonucleoprotein, 	/2260_PR40994a_1
ENSG00000205726	21	+	35094956	35094929	ENSG00000166949	15	+	67457233	67457234	ENSG00000205726-ENSG00000166949	ITSN1	SMAD3	0	5	8	7		/2260_PR40994a_1
ENSG00000164256	5	+	23524636	23524632	ENSG00000126856	16	-	90127031	90126856	ENSG00000164256-ENSG00000126856	PRDM9	PRDM7	0	6	6	6		/2260_PR40994a_1
ENSG00000145743	5	-	107521818	107521884	ENSG00000151422	5	+	108103794	108103906	ENSG00000145743-ENSG00000151422	FBXL17	FER	0	5	8	6		/2260_PR40994a_1
ENSG00000162341	11	+	68855671	68855785	ENSG00000173715	11	+	66526514	66526517	ENSG00000162341-ENSG00000173715	TPCN2	C11orf80	0	3	3	3		/2260_PR40994a_1
ENSG00000166557	15	+	79606347	79606293	ENSG00000169330	15	+	79748440	79748464	ENSG00000166557-ENSG00000169330	TMED3	KIAA1024	0	3	3	3		/2260_PR40994a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	17	17	17	NA	/2260_PR40996a_1
ENSG00000077498	11	+	88924586	88924532	ENSG00000119950	10	+	111987947	111987948	ENSG00000077498-ENSG00000119950	TYR	MXI1	0	5	6	6	NA	/2260_PR40996a_1
ENSG00000108448	17	+	18639425	18639330	ENSG00000251537	17	-	15526946	15526946	ENSG00000108448-ENSG00000251537	TRIM16L		1	0	10	5	NA	/2260_PR40996a_1
ENSG00000101639	18	+	13092526	13092431	ENSG00000173482	18	+	7774147	7774148	ENSG00000101639-ENSG00000173482	CEP192	PTPRM	0	3	3	3	NA	/2260_PR40996a_1
ENSG00000122674	7	+	5963176	5963018	ENSG00000146574	7	-	6836507	6836507	ENSG00000122674-ENSG00000146574	CCZ1	CCZ1B	1	0	95	95	NA	/2260_PR40997a_1
ENSG00000178928	19	-	48322229	48322280	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	16	16	16	NA	/2260_PR40997a_1
ENSG00000225119	10	+	38734535	38734380	ENSG00000203880	20	+	62919032	62919075	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	4	11	11	NA	/2260_PR40997a_1
ENSG00000261567	16	+	85391249	85391202	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	9	10	10	NA	/2260_PR40997a_1
ENSG00000182329	2	+	203000822	203000893	ENSG00000197548	3	+	11389351	11389786	ENSG00000182329-ENSG00000197548		ATG7	0	7	7	7	NA	/2260_PR40997a_1
ENSG00000089159	12	-	120703420	120703455	ENSG00000175183	12	-	77260041	77260040	ENSG00000089159-ENSG00000175183	PXN	CSRP2	0	6	7	7	NA	/2260_PR40997a_1
ENSG00000138041	2	-	55785911	55785970	ENSG00000115355	2	-	55646052	55646050	ENSG00000138041-ENSG00000115355	SMEK2	CCDC88A	0	5	5	5	NA	/2260_PR40997a_1
ENSG00000203727	6	+	147830523	147830481	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	4	4	NA	/2260_PR40997a_1
ENSG00000049618	6	+	157256710	157256669	ENSG00000172493	4	+	88005272	88005273	ENSG00000049618-ENSG00000172493	ARID1B	AFF1	0	44	57	57	NA	/2260_PR41000a_1
ENSG00000189079	12	+	46125097	46125059	ENSG00000171310	12	+	104995684	104995686	ENSG00000189079-ENSG00000171310	ARID2	CHST11	0	16	27	27	NA	/2260_PR41000a_1
ENSG00000113384	5	-	32173916	32173948	ENSG00000088992	12	-	117477015	117477014	ENSG00000113384-ENSG00000088992	GOLPH3	TESC	0	15	22	22	NA	/2260_PR41000a_1
ENSG00000122042	13	-	30423649	30423726	ENSG00000139514	13	-	30127997	30127996	ENSG00000122042-ENSG00000139514	UBL3	SLC7A1	0	3	3	3	NA	/2260_PR41000a_1
ENSG00000164574	5	+	153570585	153570522	ENSG00000147010	X	-	19764559	19764557	ENSG00000164574-ENSG00000147010	GALNT10	SH3KBP1	0	2	3	3	NA	/2260_PR41000a_1
ENSG00000023191	11	-	504824	504878	ENSG00000149262	11	-	77594998	77594997	ENSG00000023191-ENSG00000149262	RNH1	INTS4	0	31	59	58	NA	/2260_PR41001a_1
ENSG00000117620	1	+	100435718	100435665	ENSG00000154975	17	-	49825178	49825177	ENSG00000117620-ENSG00000154975	SLC35A3	CA10	0	11	14	14	NA	/2260_PR41001a_1
ENSG00000124900	11	+	55657515	55657421	ENSG00000162337	11	+	68197043	68197058	ENSG00000124900-ENSG00000162337	TRIM51	LRP5	0	9	9	9	NA	/2260_PR41001a_1
ENSG00000136504	17	+	47869395	47869300	ENSG00000141179	17	+	53920088	53920089	ENSG00000136504-ENSG00000141179	KAT7	PCTP	0	7	7	7	NA	/2260_PR41001a_1
ENSG00000148513	10	+	37441049	37440988	ENSG00000180777	18	+	14782526	14782526	ENSG00000148513-ENSG00000180777	ANKRD30A	ANKRD30B	3	0	4	4	NA	/2260_PR41001a_1
ENSG00000099917	22	+	20862731	20862566	ENSG00000100154	22	-	28410380	28410378	ENSG00000099917-ENSG00000100154	MED15	TTC28	0	26	31	31	NA	/2260_PR41002a_1
ENSG00000197601	11	+	13722039	13721994	ENSG00000133812	11	-	9983653	9983653	ENSG00000197601-ENSG00000133812	FAR1	SBF2	0	14	15	15	NA	/2260_PR41002a_1
ENSG00000261567	16	+	85391249	85391193	ENSG00000131149	16	+	85667520	85667596	ENSG00000261567-ENSG00000131149		GSE1	0	6	6	6	NA	/2260_PR41002a_1
ENSG00000197608	19	-	52597099	52597140	ENSG00000169035	19	-	51480947	51480934	ENSG00000197608-ENSG00000169035	ZNF841	KLK7	0	4	4	4	NA	/2260_PR41002a_1
ENSG00000178928	19	-	48322229	48322281	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	3	3	3	NA	/2260_PR41002a_1
ENSG00000066084	12	+	51019830	51019785	ENSG00000121210	4	+	154553870	154553905	ENSG00000066084-ENSG00000121210	DIP2B	KIAA0922	0	3	3	3	NA	/2260_PR41002a_1
ENSG00000099917	22	+	20862022	20861992	ENSG00000100154	22	-	28410380	28410377	ENSG00000099917-ENSG00000100154	MED15	TTC28	0	17	22	22	NA	/2260_PR41002e_1
ENSG00000205664	X	-	3747405	3747428	ENSG00000022976	14	+	102792322	102792334	ENSG00000205664-ENSG00000022976		ZNF839	0	5	20	18.5	NA	/2260_PR41002e_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	16	16	16	NA	/2260_PR41002e_1
ENSG00000197601	11	+	13722039	13722000	ENSG00000133812	11	-	9983653	9983653	ENSG00000197601-ENSG00000133812	FAR1	SBF2	0	7	12	12	NA	/2260_PR41002e_1
ENSG00000197608	19	-	52597099	52597134	ENSG00000169035	19	-	51480947	51480926	ENSG00000197608-ENSG00000169035	ZNF841	KLK7	0	3	6	6	NA	/2260_PR41002e_1
ENSG00000138468	3	-	101177799	101177848	ENSG00000149269	11	-	77040357	77040356	ENSG00000138468-ENSG00000149269	SENP7	PAK1	0	4	4	4	NA	/2260_PR41002e_1
ENSG00000067955	16	+	67063716	67063635	ENSG00000124212	20	-	48130932	48130929	ENSG00000067955-ENSG00000124212	CBFB	PTGIS	0	3	3	3	NA	/2260_PR41002e_1
ENSG00000124207	20	+	47693601	47693574	ENSG00000124243	20	+	49492534	49492544	ENSG00000124207-ENSG00000124243	CSE1L	BCAS4	0	186	219	218		/2260_PR41003a_1
ENSG00000125149	16	+	67174497	67174454	ENSG00000198373	16	+	69959333	69959335	ENSG00000125149-ENSG00000198373	C16orf70	WWP2	0	50	170	170		/2260_PR41003a_1
ENSG00000067955	16	+	67063716	67063688	ENSG00000124212	20	-	48130932	48130929	ENSG00000067955-ENSG00000124212	CBFB	PTGIS	0	79	111	110		/2260_PR41003a_1
ENSG00000183762	22	+	29517469	29517439	ENSG00000196419	22	+	42017994	42017994	ENSG00000183762-ENSG00000196419	KREMEN1	XRCC6	0	91	111	110		/2260_PR41003a_1
ENSG00000100372	22	-	41215199	41215224	ENSG00000124198	20	+	47569242	47569244	ENSG00000100372-ENSG00000124198	SLC25A17	ARFGEF2	0	67	100	97		/2260_PR41003a_1
ENSG00000100351	22	+	40297334	40297307	ENSG00000172175	18	+	56377208	56377210	ENSG00000100351-ENSG00000172175	GRAP2	MALT1	0	72	87	87		/2260_PR41003a_1
ENSG00000170558	18	-	25739113	25739161	ENSG00000100351	22	+	40343097	40343097	ENSG00000170558-ENSG00000100351	CDH2	GRAP2	0	46	52	50		/2260_PR41003a_1
ENSG00000198646	20	-	33413275	33413308	ENSG00000101126	20	-	49511049	49511049	ENSG00000198646-ENSG00000101126	NCOA6	ADNP	0	27	36	36		/2260_PR41003a_1
ENSG00000261567	16	+	85391249	85391220	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	15	23	23		/2260_PR41003a_1
ENSG00000071991	18	-	64271191	64271238	ENSG00000172175	18	+	56377208	56377209	ENSG00000071991-ENSG00000172175	CDH19	MALT1	0	19	20	20		/2260_PR41003a_1
ENSG00000186187	16	+	75033993	75033959	ENSG00000128274	22	-	43091637	43091635	ENSG00000186187-ENSG00000128274	ZNRF1	A4GALT	0	6	20	20		/2260_PR41003a_1
ENSG00000203727	6	+	147830523	147830486	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	5	12	12		/2260_PR41003a_1
ENSG00000100216	22	+	39079001	39078948	ENSG00000100346	22	+	40054163	40054171	ENSG00000100216-ENSG00000100346	TOMM22	CACNA1I	0	8	15	11		/2260_PR41003a_1
ENSG00000132313	2	+	86433418	86433345	ENSG00000156110	10	+	76287518	76287539	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	8	8	8	mitochondrial translation, ribonucleoprotein, 	/2260_PR41003a_1
ENSG00000186395	17	-	38976763	38976674	ENSG00000128422	17	-	39778763	39778608	ENSG00000186395-ENSG00000128422	KRT10	KRT17	16	0	16	7		/2260_PR41003a_1
ENSG00000119547	18	+	55104176	55104112	ENSG00000100266	22	-	43343047	43342903	ENSG00000119547-ENSG00000100266	ONECUT2	PACSIN2	0	7	7	7		/2260_PR41003a_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	6	6	6		/2260_PR41003a_1
ENSG00000071991	18	-	64197082	64197165	ENSG00000261833	16	+	76669394	76669395	ENSG00000071991-ENSG00000261833	CDH19		0	4	6	6		/2260_PR41003a_1
ENSG00000197122	20	+	36014577	36014521	ENSG00000124151	20	+	46211927	46212005	ENSG00000197122-ENSG00000124151	SRC	NCOA3	0	5	5	5		/2260_PR41003a_1
ENSG00000186081	12	-	52912730	52912734	ENSG00000189182	12	-	53091680	53091470	ENSG00000186081-ENSG00000189182	KRT5	KRT77	3	0	3	3		/2260_PR41003a_1
ENSG00000100162	22	-	42343024	42343087	ENSG00000118702	20	-	35885311	35885309	ENSG00000100162-ENSG00000118702	CENPM	GHRH	0	3	3	3		/2260_PR41003a_1
ENSG00000113649	5	+	145883569	145883468	ENSG00000147894	9	-	27567162	27567106	ENSG00000113649-ENSG00000147894	TCERG1	C9orf72	0	3	3	3		/2260_PR41003a_1
ENSG00000124207	20	+	47693601	47693569	ENSG00000124243	20	+	49493023	49493025	ENSG00000124207-ENSG00000124243	CSE1L	BCAS4	0	99	129	129		/2260_PR41005a_1
ENSG00000100372	22	-	41215199	41215231	ENSG00000124198	20	+	47569242	47569244	ENSG00000100372-ENSG00000124198	SLC25A17	ARFGEF2	0	60	105	105		/2260_PR41005a_1
ENSG00000125149	16	+	67174497	67174450	ENSG00000198373	16	+	69959333	69959335	ENSG00000125149-ENSG00000198373	C16orf70	WWP2	0	49	99	99		/2260_PR41005a_1
ENSG00000067955	16	+	67063716	67063690	ENSG00000124212	20	-	48130932	48130929	ENSG00000067955-ENSG00000124212	CBFB	PTGIS	0	56	81	81		/2260_PR41005a_1
ENSG00000100351	22	+	40297334	40297295	ENSG00000172175	18	+	56377208	56377210	ENSG00000100351-ENSG00000172175	GRAP2	MALT1	0	43	51	48		/2260_PR41005a_1
ENSG00000170558	18	-	25739113	25739150	ENSG00000100351	22	+	40343097	40343097	ENSG00000170558-ENSG00000100351	CDH2	GRAP2	0	38	44	44		/2260_PR41005a_1
ENSG00000135722	16	+	67195840	67195779	ENSG00000198373	16	+	69959333	69959333	ENSG00000135722-ENSG00000198373	FBXL8	WWP2	0	7	40	40		/2260_PR41005a_1
ENSG00000183762	22	+	29517469	29517433	ENSG00000196419	22	+	42017994	42017994	ENSG00000183762-ENSG00000196419	KREMEN1	XRCC6	0	28	39	39		/2260_PR41005a_1
ENSG00000198646	20	-	33397256	33397303	ENSG00000101126	20	-	49511049	49511049	ENSG00000198646-ENSG00000101126	NCOA6	ADNP	0	26	34	34		/2260_PR41005a_1
ENSG00000100345	22	-	36744973	36745039	ENSG00000100307	22	-	39516578	39516575	ENSG00000100345-ENSG00000100307	MYH9	CBX7	0	17	17	17		/2260_PR41005a_1
ENSG00000099917	22	+	20862022	20861981	ENSG00000100154	22	-	28410380	28410377	ENSG00000099917-ENSG00000100154	MED15	TTC28	0	13	13	13		/2260_PR41005a_1
ENSG00000186187	16	+	75033993	75033919	ENSG00000128274	22	-	43091637	43091635	ENSG00000186187-ENSG00000128274	ZNRF1	A4GALT	0	8	12	12		/2260_PR41005a_1
ENSG00000071991	18	-	64271191	64271238	ENSG00000172175	18	+	56377208	56377210	ENSG00000071991-ENSG00000172175	CDH19	MALT1	0	11	11	11		/2260_PR41005a_1
ENSG00000101096	20	-	50048604	50048648	ENSG00000101363	20	+	35929611	35929613	ENSG00000101096-ENSG00000101363	NFATC2	MANBAL	0	8	10	10	ribonucleoprotein, 	/2260_PR41005a_1
ENSG00000132313	2	+	86433418	86433299	ENSG00000156110	10	+	76287518	76287545	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	5	5	5	mitochondrial translation, ribonucleoprotein, 	/2260_PR41005a_1
ENSG00000159063	11	-	77815026	77815085	ENSG00000166016	11	-	34189539	34189539	ENSG00000159063-ENSG00000166016	ALG8	ABTB2	0	4	5	5		/2260_PR41005a_1
ENSG00000138756	4	+	79792214	79792017	ENSG00000184634	X	+	70360485	70360637	ENSG00000138756-ENSG00000184634	BMP2K	MED12	0	4	4	4		/2260_PR41005a_1
ENSG00000119547	18	+	55104176	55104132	ENSG00000124226	20	+	48558098	48558197	ENSG00000119547-ENSG00000124226	ONECUT2	RNF114	0	4	4	4		/2260_PR41005a_1
ENSG00000100162	22	-	42343024	42343067	ENSG00000118702	20	-	35885311	35885309	ENSG00000100162-ENSG00000118702	CENPM	GHRH	0	3	4	4		/2260_PR41005a_1
ENSG00000196182	1	-	36851324	36851381	ENSG00000113360	5	-	31410994	31410900	ENSG00000196182-ENSG00000113360	STK40	DROSHA	0	3	3	3		/2260_PR41005a_1
ENSG00000067955	16	+	67063716	67063666	ENSG00000124212	20	-	48130932	48130925	ENSG00000067955-ENSG00000124212	CBFB	PTGIS	0	20	20	20	NA	/2260_PR41006a_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	36	36	36	NA	/2260_PR41007a_1
ENSG00000261567	16	+	85391249	85391198	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	12	13	13	NA	/2260_PR41007a_1
ENSG00000128891	15	-	40854971	40855017	ENSG00000122565	7	+	26241377	26241368	ENSG00000128891-ENSG00000122565	C15orf57	CBX3	0	2	4	4	NA	/2260_PR41007a_1
ENSG00000134283	12	+	42835749	42835578	ENSG00000050438	12	+	51873776	51873801	ENSG00000134283-ENSG00000050438	PPHLN1	SLC4A8	0	3	3	3	NA	/2260_PR41007a_1
ENSG00000261567	16	+	85391249	85391212	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149	NA	GSE1	0	11	21	21	NA	/2260_PR41011a_1
ENSG00000063438	5	+	354026	353971	ENSG00000061936	12	+	132249001	132249085	ENSG00000063438-ENSG00000061936	AHRR	SFSWAP	0	179	179	178.5	NA	/2260_PR41013a_1
ENSG00000186395	17	-	38976763	38976674	ENSG00000186847	17	-	39740173	39740172	ENSG00000186395-ENSG00000186847	KRT10	KRT14	5	0	5	5	NA	/2260_PR41013a_1
ENSG00000108582	17	+	28712254	28712209	ENSG00000196712	17	+	29483001	29483001	ENSG00000108582-ENSG00000196712	CPD	NF1	0	34	42	42		/2260_PR41017a_1
ENSG00000183580	5	+	15616181	15616153	ENSG00000063438	5	+	422844	422845	ENSG00000183580-ENSG00000063438	FBXL7	AHRR	0	30	40	39		/2260_PR41017a_1
ENSG00000178928	19	-	48322229	48322280	ENSG00000136235	7	+	23306136	23306135	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	15	15	15		/2260_PR41017a_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	3	0	8	5.5		/2260_PR41017a_1
ENSG00000131876	15	-	101835302	101835394	ENSG00000140443	15	+	99250791	99250794	ENSG00000131876-ENSG00000140443	SNRPA1	IGF1R	0	3	3	3	ribonucleoprotein, 	/2260_PR41017a_1
ENSG00000105889	7	-	22532296	22532317	ENSG00000136237	7	-	22357656	22357654	ENSG00000105889-ENSG00000136237	STEAP1B	RAPGEF5	0	3	3	3		/2260_PR41017a_1
ENSG00000099917	22	+	20862731	20862603	ENSG00000100154	22	-	28410380	28410377	ENSG00000099917-ENSG00000100154	MED15	TTC28	0	45	65	62	NA	/2260_PR41019a_1
ENSG00000197601	11	+	13722039	13721990	ENSG00000133812	11	-	9983653	9983643	ENSG00000197601-ENSG00000133812	FAR1	SBF2	0	10	17	17	NA	/2260_PR41019a_1
ENSG00000197608	19	-	52597099	52597150	ENSG00000169035	19	-	51480947	51480944	ENSG00000197608-ENSG00000169035	ZNF841	KLK7	0	6	8	8	NA	/2260_PR41019a_1
ENSG00000261567	16	+	85391249	85391171	ENSG00000131149	16	+	85667520	85667645	ENSG00000261567-ENSG00000131149		GSE1	0	3	9	8	NA	/2260_PR41019a_1
ENSG00000178928	19	-	48322229	48322280	ENSG00000136235	7	+	23306136	23306145	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR41019a_1
ENSG00000133026	17	-	8395615	8395826	ENSG00000100345	22	-	36685343	36685342	ENSG00000133026-ENSG00000100345	MYH10	MYH9	2	0	3	3	NA	/2260_PR41019a_1
ENSG00000167658	19	-	3978026	3978038	ENSG00000090861	16	-	70295060	70295021	ENSG00000167658-ENSG00000090861	EEF2	AARS	0	51	51	51	ribonucleoprotein, 	/2260_PR41020a_1
ENSG00000198909	17	+	61735267	61735230	ENSG00000108384	17	+	56772292	56772293	ENSG00000198909-ENSG00000108384	MAP3K3	RAD51C	0	5	36	36		/2260_PR41020a_1
ENSG00000198909	17	+	61735267	61735242	ENSG00000108384	17	+	56772292	56772293	ENSG00000198909-ENSG00000108384	MAP3K3	RAD51C	0	22	41	40	NA	/2260_PR41020d_1
ENSG00000105376	19	+	10403542	10403401	ENSG00000112245	6	+	64286341	64286343	ENSG00000105376-ENSG00000112245	ICAM5	PTP4A1	0	36	36	36	NA	/2260_PR41020d_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306136	23306120	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	8	8	8	NA	/2260_PR41020d_1
ENSG00000108395	17	-	57181654	57181712	ENSG00000015532	17	+	48430991	48430993	ENSG00000108395-ENSG00000015532	TRIM37	XYLT2	0	8	8	8	NA	/2260_PR41020d_1
ENSG00000129667	17	-	74497018	74497097	ENSG00000196712	17	+	29576002	29576003	ENSG00000129667-ENSG00000196712	RHBDF2	NF1	0	13	16	15	NA	/2260_PR41021d_1
ENSG00000159842	17	-	1057106	1057177	ENSG00000174083	17	-	8738773	8738772	ENSG00000159842-ENSG00000174083	ABR	PIK3R6	0	12	15	14	NA	/2260_PR41021d_1
ENSG00000172661	10	+	46245654	46245544	ENSG00000099290	10	+	51829270	51829307	ENSG00000172661-ENSG00000099290	FAM21C	FAM21A	1	0	46	12.25	NA	/2260_PR41021d_1
ENSG00000077044	2	+	234299129	234299076	ENSG00000153820	2	-	228892259	228892256	ENSG00000077044-ENSG00000153820	DGKD	SPHKAP	0	6	7	7	NA	/2260_PR41021d_1
ENSG00000119522	9	-	126641230	126641283	ENSG00000133103	13	+	40325083	40325094	ENSG00000119522-ENSG00000133103	DENND1A	COG6	0	3	5	5	NA	/2260_PR41021d_1
ENSG00000254206	16	-	29405269	29405339	ENSG00000261832	16	-	28478223	28478037	ENSG00000254206-ENSG00000261832	NPIPB11		0	4	4	4	NA	/2260_PR41021d_1
ENSG00000261567	16	+	85391249	85391198	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	3	4	4	NA	/2260_PR41021d_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306117	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	3	3	3	NA	/2260_PR41021d_1
ENSG00000203727	6	+	147830523	147830460	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	3	3	NA	/2260_PR41021d_1
ENSG00000132383	17	+	1756483	1756423	ENSG00000033800	15	+	68378644	68378671	ENSG00000132383-ENSG00000033800	RPA1	PIAS1	0	2	3	3	NA	/2260_PR41021d_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	40	40	40	NA	/2260_PR41025a_1
ENSG00000078295	5	+	7804805	7804756	ENSG00000049656	5	-	1318568	1318566	ENSG00000078295-ENSG00000049656	ADCY2	CLPTM1L	0	16	17	17	NA	/2260_PR41025a_1
ENSG00000070785	1	-	45443987	45444035	ENSG00000086015	1	+	46290105	46290105	ENSG00000070785-ENSG00000086015	EIF2B3	MAST2	0	14	16	16	NA	/2260_PR41025a_1
ENSG00000203727	6	+	147830523	147830494	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	6	7	7	NA	/2260_PR41025a_1
ENSG00000117385	1	-	43217396	43217360	ENSG00000215883	1	-	54651959	54651617	ENSG00000117385-ENSG00000215883	LEPRE1	CYB5RL	0	6	6	6	NA	/2260_PR41025a_1
ENSG00000075711	3	-	196805334	196805404	ENSG00000150672	11	-	83195271	83195271	ENSG00000075711-ENSG00000150672	DLG1	DLG2	7	0	7	5	NA	/2260_PR41025a_1
ENSG00000094755	5	+	170192386	170192030	ENSG00000164265	5	+	147251061	147251069	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	4	4	4	NA	/2260_PR41025a_1
ENSG00000077254	1	-	78212084	78212114	ENSG00000148219	9	-	119375884	119375494	ENSG00000077254-ENSG00000148219	USP33	ASTN2	0	3	3	3	NA	/2260_PR41025a_1
ENSG00000128891	15	-	40854971	40855014	ENSG00000122565	7	+	26241377	26241368	ENSG00000128891-ENSG00000122565	C15orf57	CBX3	0	2	3	3	NA	/2260_PR41025a_1
ENSG00000185565	3	-	115805171	115805377	ENSG00000105197	19	+	39983935	39984045	ENSG00000185565-ENSG00000105197	LSAMP	TIMM50	0	2	3	3	NA	/2260_PR41025a_1
