X.FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	Sample
NIPBL--SREK1IP1	12	3	12	2.4	ONLY_REF_SPLICE	NIPBL^ENSG00000164190.12	chr5:36955739:+	SREK1IP1^ENSG00000153006.10	chr5:64050189:-	YES_LDAS	0.1768	GT	1.7465	AG	1.8892	[INTRACHROMOSOMAL[chr5:26.95Mb]]	2260_PR41046e_1
WHSC1L1--VPS41	10	1	10	0.83	ONLY_REF_SPLICE	WHSC1L1^ENSG00000147548.12	chr8:38239317:-	VPS41^ENSG00000006715.11	chr7:38937729:-	YES_LDAS	0.1329	GT	1.7968	AG	1.9899	[INTERCHROMOSOMAL[chr8--chr7]]	2260_PR41046e_1
TULP4--RP11-732M18.3	10	1	10	0.83	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1329	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41046e_1
CAMK4--C5orf42	10	4	10	4	INCL_NON_REF_SPLICE	CAMK4^ENSG00000152495.6	chr5:110712640:+	C5orf42^ENSG00000197603.9	chr5:37226503:-	YES_LDAS	0.1718	GT	1.8256	AG	1.7819	[INTRACHROMOSOMAL[chr5:73.31Mb]]	2260_PR41046e_1
UBE2E2--RP11-680H20.2	9	2	9	1.5	ONLY_REF_SPLICE	UBE2E2^ENSG00000182247.5	chr3:23258803:+	RP11-680H20.2^ENSG00000250519.2	chr11:94011931:+	YES_LDAS	0.1288	GT	1.8892	AG	1.9656	[INTERCHROMOSOMAL[chr3--chr11]]	2260_PR41046e_1
SEMA3D--MAGI2	9	2	9	2	ONLY_REF_SPLICE	SEMA3D^ENSG00000153993.9	chr7:84751057:-	MAGI2^ENSG00000187391.13	chr7:78256555:-	YES_LDAS	0.1349	GT	1.7968	AG	1.5058	[INTRACHROMOSOMAL[chr7:5.54Mb]]	2260_PR41046e_1
EPN2--USP6	9	3	9	2.79	ONLY_REF_SPLICE	EPN2^ENSG00000072134.11	chr17:19140844:+	USP6^ENSG00000129204.12	chr17:5051851:+	YES_LDAS	0.1446	GT	1.5301	AG	1.4295	[INTRACHROMOSOMAL[chr17:14.04Mb]]	2260_PR41046e_1
GDI2--RP6-99M1.2	8	1	8	1	ONLY_REF_SPLICE	GDI2^ENSG00000057608.12	chr10:5836848:-	RP6-99M1.2^ENSG00000270069.1	chrX:45629355:-	YES_LDAS	0.1105	GT	1.9656	AG	1.7465	[INTERCHROMOSOMAL[chr10--chrX]]	2260_PR41046e_1
MBOAT2--ARHGEF17	8	3	8	3	ONLY_REF_SPLICE	MBOAT2^ENSG00000143797.7	chr2:9083316:-	ARHGEF17^ENSG00000110237.3	chr11:73057928:+	YES_LDAS	0.135	GT	1.7465	AG	1.8256	[INTERCHROMOSOMAL[chr2--chr11]]	2260_PR41046e_1
TIMM23--PARGP1	8	10	4	5	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1105	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41046e_1
SHISA9--U91319.1	7	2	7	2	ONLY_REF_SPLICE	SHISA9^ENSG00000237515.6	chr16:13297406:+	U91319.1^ENSG00000262801.1	chr16:13444037:+	YES_LDAS	0.1104	GT	1.9899	AG	1.9656	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr16:0.01Mb],NEIGHBORS[5901]]	2260_PR41046e_1
BMS1P10--THSD7A	6	3	6	3	ONLY_REF_SPLICE	BMS1P10^ENSG00000237238.2	chr9:67327775:-	THSD7A^ENSG00000005108.11	chr7:11633129:-	YES_LDAS	0.1104	GT	1.9656	AG	1.9899	[INTERCHROMOSOMAL[chr9--chr7]]	2260_PR41046e_1
SHANK2--PAK1	6	4	6	4	ONLY_REF_SPLICE	SHANK2^ENSG00000162105.12	chr11:70544793:-	PAK1^ENSG00000149269.5	chr11:77103586:-	YES_LDAS	0.1227	GT	1.8892	AG	1.7819	[INTRACHROMOSOMAL[chr11:6.07Mb]]	2260_PR41046e_1
PLEKHA5--RP11-313F23.4	26	5	26	5	ONLY_REF_SPLICE	PLEKHA5^ENSG00000052126.10	chr12:19427917:+	RP11-313F23.4^ENSG00000255652.2	chr12:34344367:-	YES_LDAS	0.7928	GT	1.4295	AG	1.9086	[INTRACHROMOSOMAL[chr12:14.81Mb]]	2260_PR41895a_1
BCORL1--IGL-@-ext	16	0	14.15	0	INCL_NON_REF_SPLICE	BCORL1^ENSG00000085185.11	chrX:129168550:+	IGL-@-ext^IGL-.g@-ext	chr22:23029278:-	YES_LDAS	0.3619	CA	1.8892	AC	1.8892	[INTERCHROMOSOMAL[chrX--chr22]]	2260_PR41895a_1
RP1-34H18.1--NAV3	10	1	10	1	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2813	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41895a_1
HLA-S--HLA-A	8	0	8	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.2046	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41895a_1
TIMM23--PARGP1	6	2	3	1	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1023	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41895a_1
HLA-S--HLA-A	5	0	5	0	INCL_NON_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350013:-	HLA-A^ENSG00000206503.7	chr6:29913234:+	YES_LDAS	0.1279	GT	1.8892	AG	1.9329	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41895a_1
SVIL--FRMD4A	5	2	5	2	ONLY_REF_SPLICE	SVIL^ENSG00000197321.10	chr10:29811339:-	FRMD4A^ENSG00000151474.15	chr10:14372182:-	YES_LDAS	0.179	GT	1.7465	AG	1.6895	[INTRACHROMOSOMAL[chr10:15.24Mb]]	2260_PR41895a_1
ATF7IP--KHDRBS2	4	1	4	0.5	ONLY_REF_SPLICE	ATF7IP^ENSG00000171681.8	chr12:14518761:+	KHDRBS2^ENSG00000112232.8	chr6:62442669:-	YES_LDAS	0.1151	GT	1.7968	AG	1.7819	[INTERCHROMOSOMAL[chr12--chr6]]	2260_PR41895a_1
ATF7IP--KHDRBS2	3	2	3	1.5	ONLY_REF_SPLICE	ATF7IP^ENSG00000171681.8	chr12:14538334:+	KHDRBS2^ENSG00000112232.8	chr6:62442669:-	YES_LDAS	0.1151	GT	1.8256	AG	1.7819	[INTERCHROMOSOMAL[chr12--chr6]]	2260_PR41895a_1
SNORA50--CNOT1	3	3	3	3	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.1534	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41895a_1
RP11-367G6.3--FAM65B	88	9	88	9	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	1.1868	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR41896c_1
SNORA50--CNOT1	33	11	33	11	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.5384	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41896c_1
HLA-S--HLA-A	15	0	15	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.1835	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41896c_1
TULP4--RP11-732M18.3	14	0	14	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1713	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41896c_1
RPA3-AS1--GLCCI1	8	1	8	1	ONLY_REF_SPLICE	RPA3-AS1^ENSG00000219545.5	chr7:7841374:+	GLCCI1^ENSG00000106415.8	chr7:8043538:+	YES_LDAS	0.1101	GT	1.9656	AG	1.7465	[INTRACHROMOSOMAL[chr7:0.00Mb],NEIGHBORS[774]]	2260_PR41896c_1
R3HDM2--SLC4A8	53	15	53	15	ONLY_REF_SPLICE	R3HDM2^ENSG00000179912.15	chr12:57789532:-	SLC4A8^ENSG00000050438.12	chr12:51851135:+	YES_LDAS	0.9265	GT	1.8892	AG	1.9656	[INTRACHROMOSOMAL[chr12:5.74Mb]]	2260_PR41897a_1
POLE--TMEM132B	52	9	52	9	ONLY_REF_SPLICE	POLE^ENSG00000177084.12	chr12:133214600:-	TMEM132B^ENSG00000139364.6	chr12:126003985:+	YES_LDAS	0.8311	GT	1.9086	AG	1.9329	[INTRACHROMOSOMAL[chr12:7.05Mb]]	2260_PR41897a_1
SLC12A7--ADCY2	46	8	46	3.35	ONLY_REF_SPLICE	SLC12A7^ENSG00000113504.15	chr5:1057586:-	ADCY2^ENSG00000078295.11	chr5:7766800:+	YES_LDAS	0.6724	GT	1.9656	AG	1.8295	[INTRACHROMOSOMAL[chr5:6.28Mb]]	2260_PR41897a_1
SLC12A7--ADCY2	46	26	46	22.65	ONLY_REF_SPLICE	SLC12A7^ENSG00000113504.15	chr5:1057586:-	ADCY2^ENSG00000078295.11	chr5:7757562:+	YES_LDAS	0.9354	GT	1.9656	AG	1.5546	[INTRACHROMOSOMAL[chr5:6.28Mb]]	2260_PR41897a_1
NFAT5--CTNND2	43	9	43	9	ONLY_REF_SPLICE	NFAT5^ENSG00000102908.16	chr16:69693802:+	CTNND2^ENSG00000169862.14	chr5:11365002:-	YES_LDAS	0.7085	GT	1.8295	AG	1.8062	[INTERCHROMOSOMAL[chr16--chr5]]	2260_PR41897a_1
SNORA50--CNOT1	26	6	26	6	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.4361	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41897a_1
RP11-367G6.3--FAM65B	23	2	23	2	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	0.3407	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR41897a_1
CAMSAP1--RXRA	21	4	21	4	ONLY_REF_SPLICE	CAMSAP1^ENSG00000130559.14	chr9:138741983:-	RXRA^ENSG00000186350.8	chr9:137293478:+	YES_LDAS	0.3406	GT	1.7056	AG	1.8892	[INTRACHROMOSOMAL[chr9:1.37Mb]]	2260_PR41897a_1
MYO5A--USP8	19	3	19	3	ONLY_REF_SPLICE	MYO5A^ENSG00000197535.10	chr15:52820977:-	USP8^ENSG00000138592.9	chr15:50769046:+	YES_LDAS	0.2998	GT	1.8892	AG	1.7465	[INTRACHROMOSOMAL[chr15:1.81Mb]]	2260_PR41897a_1
TIMM23--PARGP1	15	2	7.5	1	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1158	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41897a_1
GOLPH3--STX17	15	2	15	2	ONLY_REF_SPLICE	GOLPH3^ENSG00000113384.9	chr5:32173916:-	STX17^ENSG00000136874.6	chr9:102713342:+	YES_LDAS	0.2317	GT	1.8256	AG	1.7819	[INTERCHROMOSOMAL[chr5--chr9]]	2260_PR41897a_1
RP11-14D22.2--PRICKLE2	12	1	12	1	INCL_NON_REF_SPLICE	RP11-14D22.2^ENSG00000243993.1	chr3:64430159:-	PRICKLE2^ENSG00000163637.7	chr3:64184643:-	YES_LDAS	0.1771	GT	1.9329	AG	1.9899	[INTRACHROMOSOMAL[chr3:0.18Mb]]	2260_PR41897a_1
RP1-34H18.1--NAV3	12	1	12	1	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.1771	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41897a_1
PIEZO1--C10orf112	10	0	10	0	INCL_NON_REF_SPLICE	PIEZO1^ENSG00000103335.15	chr16:88788991:-	C10orf112^ENSG00000204740.5	chr10:19492657:+	YES_LDAS	0.1363	GT	1.9329	AG	1.9219	[INTERCHROMOSOMAL[chr16--chr10]]	2260_PR41897a_1
HLA-S--HLA-A	10	0	10	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.1363	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41897a_1
TULP4--RP11-732M18.3	8	0	8	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.109	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41897a_1
MYO5A--USP8	8	0	8	0	ONLY_REF_SPLICE	MYO5A^ENSG00000197535.10	chr15:52820977:-	USP8^ENSG00000138592.9	chr15:50769473:+	YES_LDAS	0.109	GT	1.8892	AG	1.7232	[INTRACHROMOSOMAL[chr15:1.81Mb]]	2260_PR41897a_1
RP11-680G10.1--GSE1	8	1	8	0.57	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.1168	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR41897a_1
NCOR2--FAM222A	8	1	8	1	ONLY_REF_SPLICE	NCOR2^ENSG00000196498.9	chr12:124904503:-	FAM222A^ENSG00000139438.5	chr12:110181906:+	YES_LDAS	0.1226	GT	1.5656	AG	1.8256	[INTRACHROMOSOMAL[chr12:14.60Mb]]	2260_PR41897a_1
SPPL3--POP5	8	2	8	2	INCL_NON_REF_SPLICE	SPPL3^ENSG00000157837.11	chr12:121248612:-	POP5^ENSG00000167272.6	chr12:121019247:-	YES_LDAS	0.1363	GT	1.8892	AG	1.8062	[INTRACHROMOSOMAL[chr12:0.18Mb]]	2260_PR41897a_1
TMEM74--LMNA	8	3	8	3	ONLY_REF_SPLICE	TMEM74^ENSG00000164841.4	chr8:109799705:-	LMNA^ENSG00000160789.15	chr1:156100408:+	YES_LDAS	0.1499	GT	1.7819	AG	1.6729	[INTERCHROMOSOMAL[chr8--chr1]]	2260_PR41897a_1
AARS--AGAP2	8	7	8	7	ONLY_REF_SPLICE	AARS^ENSG00000090861.11	chr16:70298861:-	AGAP2^ENSG00000135439.7	chr12:58127956:-	YES_LDAS	0.2044	GT	1.9656	AG	1.9329	[INTERCHROMOSOMAL[chr16--chr12]]	2260_PR41897a_1
LEPROT--LEPR	7	1	7	1	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.4	chr1:65891061:+	LEPR^ENSG00000116678.14	chr1:66031229:+	YES_LDAS	0.109	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	2260_PR41897a_1
SAMD5--SASH1	5	3	5	3	ONLY_REF_SPLICE	SAMD5^ENSG00000203727.3	chr6:147830523:+	SASH1^ENSG00000111961.12	chr6:148711270:+	YES_LDAS	0.109	GT	1.8295	AG	1.9219	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:0.70Mb]]	2260_PR41897a_1
HECTD4--RP11-415I12.1	3	6	3	6	INCL_NON_REF_SPLICE	HECTD4^ENSG00000173064.6	chr12:112704716:-	RP11-415I12.1^ENSG00000240027.2	chr12:64154413:-	YES_LDAS	0.1227	GT	1.9329	AG	1.9219	[INTRACHROMOSOMAL[chr12:48.44Mb]]	2260_PR41897a_1
LAMA4--RAP1B	104	25	104	25	ONLY_REF_SPLICE	LAMA4^ENSG00000112769.14	chr6:112537569:-	RAP1B^ENSG00000127314.13	chr12:69042479:+	YES_LDAS	2.2637	GT	1.9086	AG	1.8892	[INTERCHROMOSOMAL[chr6--chr12]]	2260_PR41900a_1
CNOT2--A2M	87	36	87	36	ONLY_REF_SPLICE	CNOT2^ENSG00000111596.7	chr12:70672054:+	A2M^ENSG00000175899.10	chr12:9256996:-	YES_LDAS	2.1584	GT	1.5546	AG	1.9656	[INTRACHROMOSOMAL[chr12:61.37Mb]]	2260_PR41900a_1
DUSP16--PTPRO	11	6	11	6	ONLY_REF_SPLICE	DUSP16^ENSG00000111266.4	chr12:12653453:-	PTPRO^ENSG00000151490.9	chr12:15747871:+	YES_LDAS	0.2983	GT	1.9656	AG	1.8892	[INTRACHROMOSOMAL[chr12:2.76Mb]]	2260_PR41900a_1
RP1-34H18.1--NAV3	10	2	10	2	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2106	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41900a_1
HBP1--DLD	5	3	5	2.58	ONLY_REF_SPLICE	HBP1^ENSG00000105856.9	chr7:106830762:+	DLD^ENSG00000091140.8	chr7:107555951:+	YES_LDAS	0.133	GT	1.6895	AG	1.9086	[INTRACHROMOSOMAL[chr7:0.69Mb]]	2260_PR41900a_1
DYNC1H1--CAND1	4	2	4	2	ONLY_REF_SPLICE	DYNC1H1^ENSG00000197102.6	chr14:102476796:+	CAND1^ENSG00000111530.8	chr12:67675690:+	YES_LDAS	0.1053	GT	1.9086	AG	1.9086	[INTERCHROMOSOMAL[chr14--chr12]]	2260_PR41900a_1
LAMA4--RAP1B	18	6	18	6	ONLY_REF_SPLICE	LAMA4^ENSG00000112769.14	chr6:112537569:-	RAP1B^ENSG00000127314.13	chr12:69042479:+	YES_LDAS	0.7488	GT	1.9086	AG	1.8892	[INTERCHROMOSOMAL[chr6--chr12]]	2260_PR41900c_1
PALM2--AKAP2	14	16	14	16	INCL_NON_REF_SPLICE	PALM2^ENSG00000243444.3	chr9:112778319:+	AKAP2^ENSG00000241978.5	chr9:112898407:+	YES_LDAS	0.936	GT	1.9219	AG	1.8295	[ChimerSeq,INTRACHROMOSOMAL[chr9:0.10Mb],NEIGHBORS[97123]]	2260_PR41900c_1
TULP4--RP11-732M18.3	13	3	13	2.17	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.4733	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41900c_1
PFKFB3--RP11-563J2.2	11	6	11	6	ONLY_REF_SPLICE	PFKFB3^ENSG00000170525.14	chr10:6268328:+	RP11-563J2.2^ENSG00000215244.2	chr10:6368509:+	YES_LDAS	0.5304	GT	1.9329	AG	1.9329	[INTRACHROMOSOMAL[chr10:0.04Mb],NEIGHBORS[42155]]	2260_PR41900c_1
CNOT2--A2M	10	16	10	16	ONLY_REF_SPLICE	CNOT2^ENSG00000111596.7	chr12:70672054:+	A2M^ENSG00000175899.10	chr12:9256996:-	YES_LDAS	0.8112	GT	1.5546	AG	1.9656	[INTRACHROMOSOMAL[chr12:61.37Mb]]	2260_PR41900c_1
LEMD3--MSRB3	5	1	5	1	ONLY_REF_SPLICE	LEMD3^ENSG00000174106.2	chr12:65609823:+	MSRB3^ENSG00000174099.6	chr12:65847508:+	YES_LDAS	0.1872	GT	1.9656	AG	1.7819	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:0.03Mb],NEIGHBORS[30316]]	2260_PR41900c_1
RP1-34H18.1--NAV3	5	2	5	2	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2184	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41900c_1
ZCCHC17--DLL3	5	3	5	2.87	INCL_NON_REF_SPLICE	ZCCHC17^ENSG00000121766.10	chr1:31821821:+	DLL3^ENSG00000090932.6	chr19:39989559:+	YES_LDAS	0.2455	GT	0.8366	AG	1.8062	[INTERCHROMOSOMAL[chr1--chr19]]	2260_PR41900c_1
TULP4--RP11-732M18.3	5	3	5	0.83	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1819	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41900c_1
DUSP16--PTPRO	5	3	5	3	ONLY_REF_SPLICE	DUSP16^ENSG00000111266.4	chr12:12653453:-	PTPRO^ENSG00000151490.9	chr12:15747871:+	YES_LDAS	0.2496	GT	1.9656	AG	1.8892	[INTRACHROMOSOMAL[chr12:2.76Mb]]	2260_PR41900c_1
DYNC1H1--CAND1	4	0	4	0	ONLY_REF_SPLICE	DYNC1H1^ENSG00000197102.6	chr14:102476796:+	CAND1^ENSG00000111530.8	chr12:67675690:+	YES_LDAS	0.1248	GT	1.9086	AG	1.9086	[INTERCHROMOSOMAL[chr14--chr12]]	2260_PR41900c_1
RP11-444D3.1--SOX5	4	4	4	4	ONLY_REF_SPLICE	RP11-444D3.1^ENSG00000255864.1	chr12:24366277:-	SOX5^ENSG00000134532.11	chr12:24048958:-	YES_LDAS	0.2496	GT	1.8892	AG	1.9899	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41900c_1
RP11-1102P16.1--EYA1	3	1	3	0.75	ONLY_REF_SPLICE	RP11-1102P16.1^ENSG00000253379.1	chr8:72447979:-	EYA1^ENSG00000104313.13	chr8:72268746:-	YES_LDAS	0.117	GT	1.8892	AG	1.8892	[INTRACHROMOSOMAL[chr8:0.04Mb],NEIGHBORS[41208]]	2260_PR41900c_1
CYP4B1--CYP4X1	3	3	3	3	ONLY_REF_SPLICE	CYP4B1^ENSG00000142973.8	chr1:47280936:+	CYP4X1^ENSG00000186377.6	chr1:47495662:+	YES_LDAS	0.1872	GT	1.9329	AG	1.7465	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,ChimerSeq,INTRACHROMOSOMAL[chr1:0.14Mb]]	2260_PR41900c_1
SRGAP2B--PHGDH	139	59	139	59	ONLY_REF_SPLICE	SRGAP2B^ENSG00000196369.6	chr1:144014093:+	PHGDH^ENSG00000092621.7	chr1:120265999:+	YES_LDAS	3.5649	GT	1.8892	AG	1.7819	[INTRACHROMOSOMAL[chr1:23.63Mb]]	2260_PR41901a_1
NLK--ACACA	84	17	84	17	ONLY_REF_SPLICE	NLK^ENSG00000087095.8	chr17:26499644:+	ACACA^ENSG00000132142.15	chr17:35518964:-	YES_LDAS	1.8185	GT	1.9656	AG	1.9086	[INTRACHROMOSOMAL[chr17:8.92Mb]]	2260_PR41901a_1
RP1-34H18.1--NAV3	32	5	32	5	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.6661	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41901a_1
STEAP1B--RAPGEF5	24	6	24	6	ONLY_REF_SPLICE	STEAP1B^ENSG00000105889.10	chr7:22532184:-	RAPGEF5^ENSG00000136237.14	chr7:22357656:-	YES_LDAS	0.5401	GT	1.7465	AG	1.8295	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr7:0.06Mb],NEIGHBORS[62300]]	2260_PR41901a_1
RP1-34H18.1--VMP1	24	8	24	8	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77718994:+	VMP1^ENSG00000062716.6	chr17:57886157:+	YES_LDAS	0.5761	GT	1.8062	AG	1.8062	[INTERCHROMOSOMAL[chr12--chr17]]	2260_PR41901a_1
ITSN1--RUNX1	19	3	19	3	ONLY_REF_SPLICE	ITSN1^ENSG00000205726.9	chr21:35138316:+	RUNX1^ENSG00000159216.14	chr21:36834323:-	YES_LDAS	0.3961	GT	1.6895	AG	1.9656	[INTRACHROMOSOMAL[chr21:0.89Mb]]	2260_PR41901a_1
SSH2--ABCC13	18	5	18	3.21	ONLY_REF_SPLICE	SSH2^ENSG00000141298.13	chr17:27962986:-	ABCC13^ENSG00000243064.4	chr21:15651917:+	YES_LDAS	0.3819	GT	1.6895	AG	1.8892	[INTERCHROMOSOMAL[chr17--chr21]]	2260_PR41901a_1
SLC5A3--SETD4	18	7	18	7	ONLY_REF_SPLICE	SLC5A3^ENSG00000272962.1	chr21:35446045:+	SETD4^ENSG00000185917.9	chr21:37431222:-	YES_LDAS	0.4501	GT	1.8256	AG	1.8323	[INTRACHROMOSOMAL[chr21:1.93Mb]]	2260_PR41901a_1
NLK--BCAS3	17	3	17	3	ONLY_REF_SPLICE	NLK^ENSG00000087095.8	chr17:26370357:+	BCAS3^ENSG00000141376.16	chr17:58885365:+	YES_LDAS	0.3601	GT	1.3996	AG	1.9329	[TumorFusionsNAR2018,ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:32.23Mb]]	2260_PR41901a_1
SETD4--RUNX1	14	1	14	1	ONLY_REF_SPLICE	SETD4^ENSG00000185917.9	chr21:37431114:-	RUNX1^ENSG00000159216.14	chr21:36953227:-	YES_LDAS	0.2701	GT	1.8323	AG	1.8892	[INTRACHROMOSOMAL[chr21:0.03Mb],NEIGHBORS[29874]]	2260_PR41901a_1
